artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Marc Breaux,0.81,0.424,214040,0.284,0,0.34,-12.478,0.0364,74.735,0.448,5,0,1,1,[]
Marc Broussard,0.05935,0.756,290587,0.6365,0.000555585,0.233,-7.701,0.0826,88.3165,0.846,47,11,0,4,"['acoustic pop', 'lafayette indie', 'neo mellow']"
Marc Cohn,0.637666667,0.506666667,268542.1667,0.333666667,0.000853518,0.16285,-14.47616667,0.036816667,130.8136667,0.3885,43.83333333,0,1,12,"['folk', 'lilith', 'mellow gold', 'pop rock']"
Marc Dorsey,0.647,0.666,264933,0.477,0,0.0801,-9.246,0.0319,103.005,0.33,45,8,1,2,['new jack swing']
Marc E. Bassy,0.225157895,0.628263158,214341.6842,0.538105263,0.000266001,0.153505263,-7.205947368,0.165178947,110.9898947,0.487157895,61,1,1,19,"['indie r&b', 'pop', 'pop rap', 'rap']"
Marc Hantaï,0.995,0.386,302080,0.0288,0.878,0.197,-26.494,0.054,135.355,0.682,43,2,0,2,[]
Marc Johnson,0.982,0.084,427360,0.00835,0.943,0.0597,-33.475,0.041,83.285,0.0679,49,8,0,1,"['contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz double bass', 'jazz fusion']"
Marc Jordan,0.6085,0.7395,221060,0.4815,0.0638,0.09665,-14.0925,0.06025,97.5045,0.616,30.5,11,1,4,"['deep soft rock', 'yacht rock']"
Marc Lavoine,0.4945,0.572,218386.5,0.326,4.73E-05,0.0957,-13.832,0.05325,79.9765,0.5235,53.5,5,1,4,"['chanson', 'french pop']"
Marc Lavry,0.961,0.199,181547,0.384,0.00243,0.151,-10.759,0.035,80.37,0.327,0,2,0,1,"['israeli classical', 'oriental classical']"
Marc Paul Simon,0.524,0.553,490827,0.691,0.00653,0.495,-10.032,0.0764,124.622,0.371,39,10,1,1,[]
Marc Platt,0.855,0.624,215493,0.181,1.63E-05,0.247,-14.567,0.141,64.065,0.746,16,3,1,1,[]
Marc Shaiman,0.8545,0.3545,160453.5,0.309,0.361676,0.295,-15.02,0.0508,119.716,0.47325,35.5,7,1,4,"['french movie tunes', 'hollywood', 'soundtrack']"
Marc-André Hamelin,0.992,0.303,339733,0.0372,0.887,0.073,-24.171,0.0497,72.147,0.038,32,3,1,2,['classical piano']
Marc-Antoine Charpentier,0.8625,0.529,102466.5,0.308,0.755,0.1199,-12.792,0.0427,106.743,0.699,15.5,2,1,2,"['baroque', 'classical', 'early music', 'french baroque']"
Marca MP,0.403285714,0.702571429,221172.1429,0.439,4.20E-06,0.265285714,-7.519857143,0.066485714,122.208,0.768571429,71.28571429,10,1,7,['corridos tumbados']
Marcel Amont,0.646,0.873,159440,0.335,0,0.142,-10.624,0.0404,99.276,0.871,20,9,1,2,"['accordeon', 'chanson', 'vintage chanson']"
Marcel Dupré,0.634,0.144,711707,0.0126,0.841,0.109,-12.306,0.0365,104.529,0.0369,0,0,1,1,"['classical organ', 'early modern classical']"
Marcel Khalifa,0.954,0.484,557467,0.1,0.000251,0.114,-19.668,0.05,97.107,0.376,37,5,0,2,"['arab folk', 'arab pop', 'arabic jazz', 'lebanese pop', 'oud']"
Marcel Pagnol,0.975575758,0.603181818,222613.2424,0.461878788,0.007246077,0.255272727,-15.08721212,0.890484848,94.71287879,0.597060606,0,7,1,33,[]
Marcel Sabiani,0.909,0.464,315427,0.232,0.912,0.107,-21.81,0.0522,135.201,0.364,2,0,1,1,[]
Marcel's,0.863,0.786,192053,0.319,0.00055,0.0469,-11.246,0.038,106.109,0.891,0,3,1,2,"['latin christian', 'latin worship']"
Marcela Gandara,0.512090909,0.575272727,280368.3636,0.471636364,1.79E-06,0.375181818,-7.235909091,0.028945455,126.9672727,0.214036364,57.54545455,11,1,22,"['latin christian', 'latin worship']"
Marcelle Bordas,0.982,0.637,169973,0.211,0,0.0927,-14.646,0.134,115.78,0.644,0,10,1,2,[]
Marcello Cortis,0.949,0.553,360720,0.161,0,0.145,-17.181,0.127,117.905,0.335,1,10,1,1,[]
Marcello Rossi,0.9904,0.2878,167018.8,0.3762,0.214138,0.3502,-11.9752,0.04618,100.3322,0.16396,0,4,1,5,['italian baritone']
Marcelly,0.985,0.314,159467,0.281,6.37E-05,0.134,-13.337,0.0648,78.811,0.354,0,0,0,2,[]
Marcelo Alvarez,0.9865,0.3095,214320,0.1094,7.20E-05,0.0988,-17.0985,0.04825,140.09,0.2112,1,6,1,2,['classical tenor']
Marcelo D2,0.0423,0.55,175747,0.834,0,0.29,-7.134,0.358,83.15,0.797,51,4,0,1,"['brazilian hip hop', 'brazilian rock', 'pagode']"
Marci Lee,0.512,0.881,131667,0.9,2.61E-05,0.234,-8.342,0.054,103.502,0.929,27,8,0,2,[]
Marcia Griffiths,0.289142857,0.705571429,208368,0.701714286,0.002050857,0.275142857,-8.672571429,0.057457143,130.5845714,0.930285714,48,6,1,7,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']"
Marcia Van Dyke,0.964,0.21,205240,0.152,1.54E-06,0.204,-16.897,0.0389,86.573,0.134,3,3,1,1,[]
Marciano Cantero,0.125,0.627,277107,0.675,0,0.0784,-7.125,0.213,79.31,0.961,76,5,0,2,['rock en espanol']
Marcin Wasilewski Trio,0.93,0.307,431880,0.09795,0.826,0.12555,-22.9185,0.0398,89.9805,0.0834,50,7,1,4,"['contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'german jazz', 'italian jazz', 'jazz fusion', 'jazz trio', 'modern jazz trio', 'norwegian jazz', 'polish jazz', 'polish modern jazz', 'swedish jazz']"
Marco Antonio Solís,0.328248101,0.565962025,244232.4557,0.512367089,0.002670922,0.173253165,-7.574278481,0.032013924,113.9863038,0.44863038,53.37974684,9,1,79,"['grupera', 'latin', 'latin pop', 'regional mexican']"
Marco Antonio Vázquez,0.876,0.739,141653,0.366,2.47E-05,0.0645,-10.742,0.0538,127.398,0.774,36,0,1,2,['mexican rock-and-roll']
Marco Armani,0.0816,0.691,247907,0.432,0,0.0637,-10.097,0.0252,82.03,0.471,46,0,1,2,['classic italian pop']
Marco Barrientos,0.12813628,0.4342,325534.5333,0.648066667,0.008093657,0.746066667,-7.449066667,0.048106667,124.3827333,0.2522,53.46666667,9,1,15,"['latin christian', 'latin worship', 'rock cristiano']"
Marco Beltrami,0.85,0.271,97093,0.227,0.993,0.313,-20.34,0.0421,36.702,0.0361,33,0,1,2,"['classic soundtrack', 'epicore', 'scorecore', 'soundtrack']"
Marco Fornaciari,0.872,0.337,166267,0.207,0.608,0.146,-19.675,0.0447,123.239,0.332,45,2,1,1,[]
Marco Marinangeli,0.107,0.603,115173,0.88,0,0.916,-5.136,0.461,206.159,0.854,56,9,1,2,[]
Marco McKinnis,0.346,0.725,293347,0.418,1.01E-06,0.0658,-8.799,0.0309,77.923,0.378,60,9,1,2,"['alternative r&b', 'indie r&b', 'trap soul']"
Marco Sison,0.4885,0.371,265000,0.1935,0.001795,0.137,-16.7735,0.02905,114.259,0.15575,43.5,7,1,4,"['classic opm', 'kundiman', 'manila sound']"
Marco Stefanoni,0.96475,0.40425,202076.75,0.142875,0.01057795,0.11905,-20.75875,0.097125,75.6295,0.281,0,5,1,4,[]
Marconi Union,0.765142857,0.215557143,435156.2857,0.219114286,0.907857143,0.136571429,-20.88128571,0.037871429,101.7888571,0.146071429,54.71428571,9,0,14,['ambient']
Marcos,5.46E-05,0.175,253333,0.91,0.00028,0.105,-5.172,0.0893,78.59,0.427,41,2,1,2,"['latin christian', 'latin worship']"
Marcos Brunet,0.489666667,0.356333333,444910.3333,0.371333333,0,0.283666667,-10.837,0.032933333,135.6846667,0.124,55.66666667,11,1,3,"['latin christian', 'latin worship']"
Marcos Valle,0.646333333,0.654166667,189353.25,0.515,0.148802023,0.115308333,-11.23275,0.046,116.8869167,0.67925,33.16666667,5,0,24,"['bossa nova', 'brazilian boogie', 'mpb']"
Marcos Vidal,0.733666667,0.443666667,380343,0.271,1.11E-06,0.183666667,-11.62833333,0.032966667,100.346,0.152666667,51,5,1,6,"['latin christian', 'latin worship']"
Marcos Witt,0.513761538,0.479307692,267750.3846,0.458230769,0.007512129,0.542,-11.73261538,0.038153846,125.6798462,0.322230769,49.92307692,2,1,26,"['latin christian', 'latin worship']"
Marcos Yaroide,0.593666667,0.461,245987.3333,0.636333333,0,0.084633333,-4.810333333,0.036166667,111.6146667,0.448333333,52,1,1,6,"['latin christian', 'latin worship', 'rap cristiano']"
Marcus,0.000699,0.744,298080,0.795,3.27E-06,0.296,-4.729,0.0739,149.997,0.516,36,1,1,2,['british singer-songwriter']
Marcus Gilmore,0.965,0.445,396520,0.0978,0.915,0.121,-26.924,0.0397,117.283,0.173,50,3,1,1,['jazz drums']
Marcus Johnson,0.345,0.789,210773,0.676,0.0281,0.112,-8.124,0.0344,91.011,0.869,45,8,1,2,"['deep smooth jazz', 'smooth jazz']"
Marcus Miller,0.1965,0.7425,336000,0.332,0.00264,0.08415,-14.613,0.04915,86.246,0.583,34,7,1,4,"['electric bass', 'instrumental funk', 'jazz funk', 'jazz fusion', 'modern funk']"
Marcus Mumford,0.6137,0.549333333,186898.3333,0.544333333,0.0002654,0.103866667,-7.72,0.0365,94.76466667,0.227333333,56.66666667,2,1,3,['british singer-songwriter']
Marcus Roberts,0.864,0.5255,260733.5,0.08525,0.7245,0.13,-23.321,0.04425,101.2765,0.0878,24,8,1,4,"['jazz piano', 'stride']"
Marcy Playground,0.24005375,0.53825,181268.5,0.5485,0.164060775,0.1244875,-8.508,0.0320875,120.713,0.5115,44.25,7,1,16,"['alternative rock', 'pop rock', 'post-grunge']"
Marek Janowski,0.9695,0.205875,333093.25,0.182275,0.347,0.16,-19.30725,0.03975,92.3925,0.095175,0,11,1,8,"['classical performance', 'orchestral performance']"
Maren Morris,0.153353143,0.58947619,209054.8571,0.704,7.71E-07,0.194528571,-5.370238095,0.045757143,96.99561905,0.554857143,65.0952381,9,1,21,"['contemporary country', 'pop', 'texas country']"
Maretu,0.00806,0.52,259231,0.963,0.000151,0.175,-2.662,0.0498,155.934,0.567,58,10,0,2,"['anime rock', 'vocaloid']"
Marga Höffgen,0.95775,0.213,989573.5,0.236825,0.7205,0.161725,-18.05,0.040575,83.0175,0.177525,0,2,1,4,['classical contralto']
Margaret Harshaw,0.931,0.276,372267,0.129,3.55E-05,0.27,-19.957,0.0658,80.198,0.245,0,2,1,1,[]
Margaret Johnson,0.994,0.583,161560,0.214,3.30E-05,0.446,-13.687,0.0423,101.916,0.647,6,10,1,2,[]
Margaret O'Brien,0.979,0.747,98933,0.0747,1.73E-06,0.0685,-17.446,0.0693,132.943,0.591,25,3,1,2,[]
Margaret Ritchie,0.973,0.535,239307,0.0775,0,0.12,-18.822,0.128,95.306,0.112,0,2,1,1,[]
Margaret Roggero,0.969,0.516,116747,0.235,0,0.338,-17.085,0.201,101.205,0.365,0,4,0,1,[]
Margaret Walker,0.931,0.727,79280,0.127,0,0.169,-15.99,0.927,119.65,0.396,0,6,0,2,[]
Margaret Whiting,0.83538961,0.407753247,171226.987,0.168257143,0.001428089,0.202707792,-13.27919481,0.037866234,99.86844156,0.367750649,15.03896104,3,1,77,"['adult standards', 'big band', 'deep adult standards', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']"
Margareta Kenney,0.926,0.418,128700,0.271,8.50E-07,0.5575,-14.731,0.06445,106.7925,0.142,0,7,1,2,[]
Margarete Klose,0.978,0.4115,246751,0.186,0.000595,0.11775,-17.9835,0.225,81.231,0.21135,0,2,1,2,[]
Margarete Teschemacher,0.890777778,0.202777778,470139.2222,0.323444444,0.268713256,0.272844444,-13.06011111,0.038011111,79.963,0.242344444,0,0,1,9,[]
Margaretta Fjodorova,0.992,0.447,568271,0.0127,0.926,0.0768,-28.602,0.0398,95.781,0.155,0,10,1,2,[]
Margarita,0.299666667,0.740333333,215502.3333,0.705,2.95E-05,0.1565,-6.425333333,0.0519,108.5473333,0.911,49,5,0,6,[]
Margarita Cueto,0.9564375,0.470875,184472.3594,0.271285938,0.232686083,0.216904687,-12.51010937,0.082548438,110.0482188,0.568125,0,10,0,64,[]
Margarita la diosa de la cumbia,0.0812,0.866285714,272975.2857,0.686142857,0.006640429,0.1406,-5.699857143,0.046657143,114.7627143,0.913571429,53.14285714,4,0,7,"['cumbia', 'cumbia sonidera', 'grupera']"
Marge & Gower Champion,0.958,0.751,172933,0.287,0.525,0.142,-12.014,0.0392,132.488,0.604,19,7,0,2,[]
Marge Champion,0.928,0.6295,260340,0.1921,0.0075655,0.13505,-15.4835,0.0963,133.55,0.7315,5,1,1,2,[]
Margherita Perras,0.957,0.222,276067,0.157,7.97E-06,0.126,-16.754,0.0507,178.621,0.101,1,3,1,1,[]
Margie Day,0.601,0.405,158587,0.491,6.73E-05,0.0811,-8.922,0.0378,121.144,0.348,31,0,0,2,['rhythm and blues']
Margie Joseph,0.227,0.569,207293,0.53,0.00908,0.0802,-12.058,0.0335,98.529,0.49,34,7,0,2,"['classic soul', 'southern soul']"
Margit Bokor,0.981333333,0.459666667,98133.33333,0.169666667,0.006472667,0.306333333,-19.693,0.223766667,113.906,0.417666667,0,3,1,3,[]
Margo Guryan,0.568166667,0.503,142493.3333,0.57,0.09664641,0.17135,-9.353,0.042683333,120.5875,0.6245,29.16666667,10,1,12,['baroque pop']
Margot & The Nuclear So And So's,0.208,0.547,248633,0.504,0.0001035,0.08915,-6.385,0.0269,128.217,0.246,46.5,7,1,4,"['dreamo', 'indie pop', 'indy indie', 'stomp and holler']"
Margot Guilleaume,0.976,0.469,432760,0.175,0.00271,0.0931,-19.563,0.101,148.887,0.318,0,7,1,1,[]
Margot Leonard,0.906,0.605,46667,0.0712,0,0.189,-32.466,0.5,103.809,0.755,0,8,1,1,[]
Margret Pfahl,0.9845,0.5335,307367.6667,0.231666667,0.024730083,0.261166667,-13.3875,0.405333333,96.31866667,0.364,0,2,1,6,[]
Marguerite Deval,0.989,0.445,194747,0.3035,0.00023075,0.4495,-15.947,0.11895,74.782,0.6915,0,10,1,4,[]
Marguerite Duras,0.8241,0.525,335763.3,0.19603,0.001021925,0.27376,-22.6322,0.65146,120.2044,0.17511,0,7,1,20,[]
Marguerite Viby,0.987833333,0.647833333,158966.5,0.280666667,0.527316667,0.140833333,-15.2255,0.10885,96.30083333,0.686333333,0.333333333,3,1,12,['dansktop']
Marguerite Viby & Christian Arhoff,0.995,0.668,172507,0.306,0.914,0.355,-17.954,0.109,126.966,0.86,0,2,0,2,[]
Marguerite Viby & Edgar Hansen,0.994,0.562,199360,0.139,0.241,0.127,-16.653,0.138,171.395,0.547,0,2,1,2,[]
Marguerite Viby & Hans W. Petersen,0.9955,0.7305,179160,0.1275,0.5035,0.167,-21.1385,0.16545,135.3495,0.63,0,3,1,4,[]
Mari Merche Y Su Orquesta,0.8095,0.501,165499.75,0.47275,0.03100077,0.2916,-10.18225,0.0497,93.839,0.60025,0,7,1,8,['vintage spanish pop']
Mari Trini,0.0693,0.578,152907,0.633,0,0.369,-4.967,0.0324,120.909,0.729,30,2,0,2,"['cancion melodica', 'cantautor', 'pop romantico']"
MariKuroso,0.225,0.588,282662,0.365,0.79,0.0986,-18.72,0.0333,90.006,0.0457,55,7,0,1,[]
Maria Amadini,0.977,0.350333333,269426.6667,0.127366667,0.0020816,0.216566667,-16.917,0.065233333,84.32,0.236166667,0,4,1,3,[]
Maria Bethânia,0.568666667,0.550733333,256350.2,0.384733333,0.000811613,0.121513333,-13.98053333,0.058533333,111.1468667,0.510866667,42.86666667,5,1,15,"['baile pop', 'bossa nova', 'forro', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']"
Maria Brink,6.22E-05,0.51,225691,0.984,0,0.15,-4.571,0.0684,138.021,0.293,50,2,1,2,['slayer']
Maria Callas,0.97478972,0.297065421,228590.9766,0.167565654,0.074306931,0.232441121,-16.56410748,0.063324766,96.50630374,0.151766355,8.08411215,2,1,214,"['classical soprano', 'opera']"
Maria Caniglia,0.959461538,0.374576923,208828.1923,0.202380769,0.041015837,0.287992308,-15.35588462,0.135415385,83.74103846,0.224496154,0,11,1,26,"['classical soprano', 'italian soprano']"
Maria Casares,0.8,0.477,302943,0.325,0,0.189,-22.047,0.918,85.671,0.299,0,1,1,1,[]
Maria Cebotari,0.99,0.381,389200,0.103,0.0299,0.247,-20.278,0.0684,85.754,0.142,0,0,1,1,[]
Maria Conchita Alonso,0.412,0.6385,235499.75,0.4365,3.33E-06,0.15915,-14.70575,0.04395,120.481,0.47025,43.75,7,1,8,"['bolero', 'grupera', 'latin', 'latin pop', 'pop romantico']"
Maria Creuza,0.478666667,0.558666667,178275,0.579333333,0.002273333,0.157666667,-10.23833333,0.084666667,100.3933333,0.659,37.33333333,0,1,3,['bossa nova']
Maria Cruesa,0.426,0.589,277307,0.421,0.497,0.193,-13.483,0.0604,130.272,0.705,24,0,1,2,[]
Maria Curtis Verna,0.97575,0.4295,234953.25,0.16575,4.53E-05,0.2042,-17.38125,0.082775,89.39275,0.1901,0,5,1,4,[]
Maria Dolores Pradera,0.9135,0.6325,168800,0.365,0.002010915,0.2825,-14.7365,0.1485,90.0655,0.457,42,10,1,4,"['bolero', 'cancion melodica', 'cantautor', 'flamenco', 'nueva cancion', 'ranchera', 'trova']"
Maria Erato,0.967,0.4658,211920.2,0.1998,6.23E-05,0.22908,-15.3368,0.12046,98.6782,0.3152,0,5,1,5,[]
Maria Graf,0.989,0.51,236000,0.147,0.899,0.108,-25.001,0.0414,98.478,0.455,52,7,0,1,['classical harp']
Maria Huder,0.987,0.389,139416,0.115,0.0199,0.262,-14.996,0.0358,67.854,0.112,1,9,0,2,[]
Maria João Pires,0.99475,0.44525,245606.75,0.059245,0.92225,0.095875,-27.84225,0.0555,98.45525,0.2205,42.75,5,1,8,"['classical', 'classical performance', 'classical piano']"
Maria Karnilova,0.817,0.419,227666.5,0.2545,1.43E-06,0.1125,-12.726,0.05155,139.333,0.4765,5.5,5,1,2,[]
Maria McKee,0.5095,0.6565,212087,0.51,0.0009494,0.319,-11.3175,0.0388,96.2085,0.5715,37.5,9,1,4,[]
Maria Muldaur,0.409,0.705,229507,0.499,6.59E-05,0.103,-7.969,0.0265,98.686,0.391,49,1,1,2,[]
Maria Müller,0.9885,0.396,250833.5,0.206,0.00014365,0.14265,-14.3745,0.062,78.51,0.1645,0,1,1,2,[]
Maria Nayler,0.0534,0.65,239627,0.702,0.00121,0.0496,-9.085,0.0295,120.055,0.774,40,2,0,1,['vocal trance']
Maria Ninou,0.987,0.448,198133,0.514,0.0162,0.174,-11.146,0.0341,77.705,0.736,0,7,1,2,[]
Maria Papaggika,0.994,0.407,221813,0.403,0.911,0.11,-13.705,0.0465,118.277,0.683,0,4,0,2,[]
Maria Reining,0.969666667,0.292619048,386572.381,0.189952381,0.022307616,0.441904762,-19.82804762,0.080728571,101.795619,0.179361905,0,1,1,21,[]
Maria Reith,0.976,0.469,432760,0.175,0.00271,0.0931,-19.563,0.101,148.887,0.318,0,7,1,1,[]
Maria Rita,0.59,0.691,301427,0.805,0,0.0975,-6.81,0.0947,142.503,0.866,65,2,0,2,"['bossa nova', 'mpb', 'nova mpb', 'pagode', 'samba']"
Maria Stader,0.966,0.33,49000,0.185,0,0.329,-16.035,0.0817,165.997,0.158,0,2,1,1,[]
Maria Teresa De Noronha,0.934,0.57,170227,0.296,0.00674,0.111,-6.159,0.0308,111.88,0.634,29,5,1,2,['fado']
Maria Toledo,0.8752,0.6082,203509.2,0.3004,0.144848,0.20174,-15.633,0.03812,103.9676,0.6744,38.6,4,1,10,[]
Maria Vitale,0.9736,0.392,201139.7,0.11829,0.00572404,0.2842,-18.8471,0.10598,109.6322,0.17959,0,5,1,10,[]
Maria von Ilosvay,0.938444444,0.375777778,173163.1111,0.217666667,0.007734444,0.209777778,-15.96388889,0.053611111,107.6882222,0.2767,0,10,1,9,[]
Mariachi De Gilberto Parra,0.873,0.662,173173,0.487,0.756,0.0886,-11.329,0.0434,137.673,0.964,0,0,1,2,[]
Mariachi Guadalajara De Silvestre Vargas,0.409,0.571,155560,0.373,0.433,0.271,-9.858,0.0303,129.352,0.674,0,0,1,2,['mariachi']
Mariachi Jalisco De Pepe Villa,0.39775,0.383,164960,0.4605,0.372,0.2725,-10.696,0.031,155.3355,0.886,0,9,1,4,['mariachi']
Mariachi México 70 De Pepe López,0.565,0.519,209187,0.19,0,0.217,-11.028,0.0328,84.224,0.493,49,0,1,2,[]
Mariachi México de Pepe Villa,0.0395,0.51,154173,0.497,0.854,0.128,-10.343,0.0281,131.862,0.936,0,5,1,2,"['mariachi', 'ranchera']"
Mariachi San Pedro Tlaquepaque de Gilberto Parra,0.823,0.714,158520,0.446,0,0.184,-8.554,0.0327,111.715,0.843,0,9,1,2,[]
Mariachi Santa María,0.1547,0.558,223000.6667,0.582666667,4.07E-06,0.1464,-7.064,0.0404,144.8126667,0.756,51.66666667,7,1,6,[]
Mariachi Vargas De Tecalitlan,0.470142857,0.525428571,169523.8571,0.519428571,0.136967749,0.316857143,-7.858857143,0.054614286,146.3695714,0.761714286,39.28571429,7,1,14,"['bolero', 'mariachi', 'ranchera']"
Mariachi los Mensajeros de José Isabel Paredes,0.7945,0.4095,158266.5,0.332,1.36E-06,0.1153,-9.0225,0.02975,97.974,0.491,18.5,0,1,4,[]
Mariah,0.1677455,0.664333333,303028.5,0.617333333,0.465671717,0.100533333,-10.25766667,0.053666667,124.0228333,0.641,39.66666667,5,1,12,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Mariah Carey,0.354196961,0.572691176,253607.4657,0.55995098,0.00070136,0.176653431,-8.089406863,0.054518627,119.6576863,0.418808824,47.94607843,7,1,204,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Mariahlynn,0.05,0.903,156000,0.612,0.000123,0.0736,-7.789,0.319,100.013,0.672,58,7,1,2,"['hip pop', 'trap queen']"
Marian Anderson,0.9826,0.3674,205506.4,0.14196,0.0056848,0.11172,-17.0622,0.05552,77.3338,0.3152,12.4,1,1,5,"['classical contralto', 'spirituals']"
Marian Hill,0.37924,0.7642,205181.2,0.3588,0.06002,0.16782,-11.734,0.18248,130.1324,0.27246,60.8,0,0,10,['electropop']
Marian Lapsansky,0.958,0.203,166213,0.01375,0.249,0.07895,-36.28,0.04245,96.6765,0.052,36.5,9,0,2,[]
Marian McPartland,0.930076923,0.476307692,191512.7692,0.198538462,0.896923077,0.111669231,-20.44276923,0.043261538,108.7126154,0.406461538,12.30769231,8,1,26,"['jazz piano', 'library music', 'stride']"
Marian McPartland's Hickory House Trio,0.989,0.485,211733,0.204,0.891,0.613,-19.893,0.0473,125.39,0.071,7,0,1,2,[]
Marianas Trench,0.08457,0.5795,236147.625,0.76725,0,0.1904625,-5.028375,0.0677625,132.513875,0.527875,52.625,4,1,16,"['canadian rock', 'neon pop punk', 'pixie', 'pop', 'pop punk', 'pop rock']"
Marianna Radev,0.976,0.2005,310000,0.218,0.00634,0.2495,-17.5125,0.0422,83.256,0.03895,0,10,1,2,[]
Marianne Faithfull,0.397966667,0.638333333,250157.6667,0.372666667,0.039104417,0.2135,-13.184,0.03715,114.3458333,0.616333333,39.16666667,4,1,12,"['british invasion', 'folk', 'folk rock', 'lilith', 'new wave pop', 'traditional folk']"
Marianne Moore,0.879428571,0.687285714,114594,0.071114286,1.66E-06,0.275428571,-22.12828571,0.901428571,101.5041429,0.252714286,2.285714286,11,0,14,['poetry']
Marianne Oswald,0.988,0.626,196840,0.052,4.64E-06,0.107,-19.774,0.087,85.683,0.354,0,6,0,2,['cabaret']
Marianne Schech,0.9655,0.4335,154933.5,0.368,0.000191,0.312,-10.494,0.06755,107.718,0.246,0,10,1,2,[]
Marianne Schroeder,0.956714286,0.323714286,253513.2857,0.241785714,0.07039023,0.483214286,-15.26264286,0.062807143,98.28871429,0.1484,0,4,1,14,"['avant-garde', 'contemporary classical piano']"
Mariano Barba,0.485,0.589,272920,0.479,0,0.077,-8.146,0.0278,136.567,0.736,63,2,1,2,"['banda', 'duranguense', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']"
Mariano Caruso,0.981,0.425,283347,0.244,6.41E-06,0.167,-11.976,0.185,80.781,0.135,1,5,0,1,[]
Mariano Civico,0.426,0.626,309760,0.675,2.19E-05,0.0948,-6.786,0.0364,171.794,0.928,52,1,1,2,"['salsa', 'salsa colombiana', 'salsa international']"
Mariano Mores,0.994,0.318,189627,0.112,0.384,0.093,-12.957,0.0482,64.192,0.18,0,4,0,2,"['latin classical', 'tango', 'vintage tango']"
Mariano e Caçula,0.992,0.68,161072.5,0.129,0,0.127,-12.273,0.07065,101.333,0.482,0,2,1,4,[]
Maribel Guardia,0.867,0.591,165624,0.398,1.77E-05,0.156,-12.39,0.0418,95.588,0.832,43,2,1,2,[]
Maribel Llaudes,0.8505,0.6305,147907.5,0.3495,2.26E-06,0.3375,-13.3105,0.06675,110.4915,0.728,0,9,1,4,[]
Maribou State,0.509,0.665,247710,0.518333333,0.127941,0.098033333,-7.397,0.077233333,113.683,0.221333333,65.33333333,10,0,3,"['electronica', 'future garage', 'indie soul']"
Marie Dubas,0.960777778,0.596,187664.2222,0.195188889,0.00021788,0.192411111,-14.80844444,0.246388889,95.13977778,0.630777778,0,7,1,18,['vintage chanson']
Marie Elizabeth,0.37,0.71,260885,0.557,0,0.115,-9.758,0.101,105,0.065,56,8,1,2,[]
Marie Gerhart,0.995,0.354,213800,0.0616,0.168,0.121,-20.233,0.0583,91.318,0.291,0,9,1,1,[]
Marie Knight,0.76775,0.63175,161542.75,0.661,0,0.14355,-5.6625,0.059375,102.79525,0.751,22,7,1,4,[]
Marie Osmond,0.47,0.527,196822.3333,0.348666667,5.41E-06,0.1824,-12.446,0.031066667,114.818,0.506333333,44.66666667,10,1,6,"['bubblegum pop', 'classic country pop']"
Marie Podvalová,0.978714286,0.324428571,292141,0.341142857,0.056536414,0.468571429,-16.00957143,0.184571429,105.3304286,0.225085714,0,7,1,7,[]
Marie Vernon,0.9505,0.3625,150580,0.08055,4.74E-06,0.224,-18.694,0.04585,148.09,0.3445,13,5,1,4,[]
Marielle Labèque,0.996,0.523,141787,0.00743,0.901,0.105,-37.501,0.0517,66.46,0.268,46,11,1,2,[]
Marielle Nordmann,0.994,0.262,205467,0.0521,0.925,0.0891,-25.832,0.052,93.587,0.114,40,3,1,1,"['classical harp', 'harp']"
Marietta,0.0516,0.276,271339,0.637,0.0153,0.683,-8.904,0.0319,137.861,0.403,47,0,1,2,"['alternative emo', 'diy emo', 'emo', 'indie punk', 'midwest emo', 'philly indie']"
Marietta Waters,0.362,0.595,228333,0.664,0,0.11,-9.757,0.0487,140.797,0.524,44,4,0,2,[]
Mariinsky Orchestra,0.9545,0.1395,177286.5,0.022845,0.869,0.09255,-29.865,0.0378,136.3745,0.04915,51,7,1,2,"['classical performance', 'orchestra']"
Marijan Mumelaš,0.819,0.239,110493,0.448,0.000543,0.312,-3.499,0.0372,166.584,0.57,0,7,1,2,[]
Marijane Maricle,0.844,0.591666667,93680,0.365,0.0001272,0.212333333,-12.05266667,0.085866667,105.7196667,0.655,7,8,1,3,[]
Marijata,0.1169,0.636,438306.6667,0.588666667,0.090386667,0.139633333,-14.473,0.0724,122.2553333,0.68,33.33333333,5,1,6,"['afrobeat', 'highlife']"
Marijke van Arnhem,0.988,0.109,256200,0.0414,0.114,0.106,-25.91,0.0482,82.111,0.0367,49,5,1,1,[]
Marika Frantzeskopoulou,0.985,0.3515,186338,0.3795,0.349,0.3925,-9.897,0.04755,79.044,0.6945,0,5,1,8,[]
