id,artist_1,artist,title_clean,title,genres,popularity,Successful,year,release_date,duration_ms,tempo,key,mode,acousticness,instrumentalness,danceability,energy,liveness,loudness,speechiness,valence,explicit,peak,weeks,msd_id,echo_nest_id
00r22Madn3XaLXpsc9PvhC,BOZ SCAGGS,BOZ SCAGGS,HARD TIMES,HARD TIMES,"adult standards, album rock, classic rock, country rock, folk, folk rock, mellow gold, roots rock, singer-songwriter, soft rock, yacht rock",27,1,1977,1977,269800,100.32799999999999,9,0,0.013000000000000001,0.207,0.75,0.485,0.153,-12.649000000000001,0.0327,0.662,0,,,,
00rg0PI2odvZNMZoVqTBYN,SOUNDGARDEN,SOUNDGARDEN,I AWAKE,I AWAKE,"alternative metal, alternative rock, grunge, hard rock, modern rock, nu metal, post-grunge, rock",25,0,1989,1/1/89,261200,124.59,4,0,0.3,0.133,0.568,0.621,0.105,-11.985,0.0367,0.221,0,,,TRDBFIY128E07937A6,SOGCBAB12B0B80B9AC
00rrluZUPNbfTSWvodUZbV,BLAKE SHELTON,BLAKE SHELTON,DON'T MAKE ME,DON'T MAKE ME,"contemporary country, country, country road, oklahoma country",39,1,2007,5/1/07,246560,141.876,5,1,0.0181,0.0,0.513,0.546,0.122,-5.702999999999999,0.0282,0.245,0,,,,
00s8dO3RWrFkBqC9JIy6ag,MAXINE NIGHTINGALE,MAXINE NIGHTINGALE,RIGHT BACK WHERE WE STARTED FROM,RIGHT BACK WHERE WE STARTED FROM,classic uk pop,66,1,2019,6/14/19,192267,148.018,5,1,0.49,0.00707,0.6920000000000001,0.653,0.455,-5.715,0.0392,0.9009999999999999,0,20.0,2.0,TRPKDRX128F932A35A,SORQWTE12AB0188A70
00vYs0qZA40Z8AAaN7xmMO,THE BANGLES,THE BANGLES,MANIC MONDAY,MANIC MONDAY,"album rock, dance rock, europop, jangle pop, mellow gold, new romantic, new wave, new wave pop, paisley underground, pop rock, rock, soft rock",60,1,1986,1986,184160,121.76100000000001,2,1,0.294,3.69e-06,0.685,0.594,0.358,-10.905999999999999,0.0289,0.853,0,,,,
00zqTWtvCWvDtAqoLRl6Sy,AVANT,AVANT,WHEN IT HURTS,WHEN IT HURTS,"dance pop, deep pop r&b, hip pop, neo soul, new jack swing, pop rap, r&b, southern hip hop, urban contemporary",45,1,2008,1/1/08,236213,128.279,11,1,0.376,0.0,0.682,0.6459999999999999,0.0705,-5.5089999999999995,0.0839,0.253,0,,,,
013AWvizllIUEC2FOBzOnh,SAVAGE GARDEN,SAVAGE GARDEN,TRULY MADLY DEEPLY,TRULY MADLY DEEPLY,"boy band, dance pop, europop, pop rock",74,1,1997,3/4/97,277267,168.12,0,1,0.40299999999999997,0.0,0.555,0.698,0.0851,-8.874,0.0287,0.816,0,52.0,1.0,TRGTVAI128F426AA6A,SOOBDRI12A8C132391
014Y7CPce02N9bir2M1ePw,LISA LOEB,LISA LOEB,I DO,I DO,"lilith, new wave pop, pop rock, singer-songwriter",39,1,1997,1/1/97,221093,110.17299999999999,10,1,0.33399999999999996,9.340000000000001e-05,0.732,0.723,0.19399999999999998,-6.659,0.0307,0.731,0,,,,
015qd1I4v00JIoK7yOUgKC,PAULA ABDUL,PAULA ABDUL,RUSH RUSH,RUSH RUSH,"dance pop, europop, new wave pop, pop rock, soft rock, urban contemporary",61,1,1991,1/1/91,292933,90.012,4,1,0.763,0.0,0.706,0.44,0.0958,-11.577,0.0493,0.395,0,,,,
015rBgWP0QJrLfWUphJp1S,THE WHO,THE WHO,THE REAL ME,THE REAL ME,"album rock, art rock, british invasion, classic rock, folk rock, hard rock, mellow gold, rock, roots rock",27,1,1979,10/5/79,208546,148.746,10,0,0.00626,0.0149,0.489,0.9309999999999999,0.22699999999999998,-6.888,0.152,0.5479999999999999,0,,,,
017kEwb3lDoaaZWvEVAxNs,THE PRESIDENTS OF THE UNITED STATES OF AMERICA,THE PRESIDENTS OF THE UNITED STATES OF AMERICA,FEATHER PLUCKN,FEATHER PLUCKN,"alternative metal, alternative rock, grunge, pop rock, post-grunge, rock",36,0,1995,1995,177960,170.196,6,1,0.00517,0.541,0.449,0.828,0.107,-4.901,0.0664,0.623,0,,,TRTEVTW128F4293EFC,SOZEMIK12A8C142721
018zT8xThRbMH2QeUoMlKQ,AVENGED SEVENFOLD,AVENGED SEVENFOLD,WARMNESS ON THE SOUL,WARMNESS ON THE SOUL,"alternative metal, nu metal, post-grunge",49,0,2002,3/19/02,259800,117.96600000000001,7,1,0.38,0.0045899999999999995,0.614,0.636,0.1,-5.6339999999999995,0.0287,0.308,0,,,TROOHPK12903CAF57E,SOBFNNU12A8C13FEDF
01ACsk2knUnsfWeZp63nqa,BRITNEY SPEARS,BRITNEY SPEARS,DO SOMETHIN',DO SOMETHIN',"dance pop, pop, pop rap, post-teen pop",42,1,2004,2004,204493,129.94299999999998,4,1,0.0278,3.59e-05,0.845,0.935,0.37,-3.262,0.0671,0.9620000000000001,0,100.0,100.0,TRULZJB128F4291EC4,SOPUTPG12A8C138265
01BlGnXpLuC0BjgUxVYZFb,JUSTIN BIEBER,JUSTIN BIEBER,NEVER LET YOU GO,NEVER LET YOU GO,"canadian pop, pop, post-teen pop",56,1,2010,1/1/10,264400,103.191,0,1,0.00141,1.17e-06,0.66,0.8109999999999999,0.251,-4.852,0.0357,0.675,0,2.0,21.0,TRCKWGF12903CD2DCD,SOUGCDK12AC95F075F
01CnYyPXMFRzOFVQBU8WMb,MARTINA MCBRIDE,MARTINA MCBRIDE,THIS ONE'S FOR THE GIRLS,THIS ONE'S FOR THE GIRLS,"contemporary country, country, country dawn, country road",58,1,2003,9/30/03,243160,126.96600000000001,8,1,0.0626,1.15e-05,0.613,0.8009999999999999,0.124,-4.431,0.0354,0.609,0,20.0,39.0,TRWQECN128F4291245,SOOVYHV12A8C138EF1
01F8B0dhzGdWvmcSO6vUdi,WILL SMITH,WILL SMITH,JUST THE TWO OF US,JUST THE TWO OF US,hip hop,51,1,1997,10/3/97,315507,94.52,1,1,0.141,0.0,0.805,0.638,0.322,-5.864,0.0803,0.644,0,,,,
01GIcLBDhKACaEuQuz6ybj,GHOSTFACE KILLAH,GHOSTFACE KILLAH,WILDFLOWER,WILDFLOWER,"alternative hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap, southern hip hop",35,0,1996,1996,206640,92.932,7,1,0.595,0.0,0.7070000000000001,0.763,0.145,-8.067,0.414,0.768,1,,,TRCXTAZ128F426ADEC,SOMUELF12A8C1321AE
01MBhRpvFkbeRwAp7gcF2W,BECK,BECK,E-PRO,E-PRO,"dance pop, latin, latin pop, latin viral pop, rap latina, reggaeton",54,1,2005,1/1/05,202360,95.794,11,0,0.00133,0.171,0.624,0.9590000000000001,0.10099999999999999,-6.252999999999999,0.0769,0.69,0,10.0,65.0,TRRISKY128EF3434F1,SONJLVN12A6702036A
01MXkFA8sL7at6txavDErt,AIR SUPPLY,AIR SUPPLY,MAKING LOVE OUT OF NOTHING AT ALL,MAKING LOVE OUT OF NOTHING AT ALL,"adult standards, mellow gold, soft rock",70,1,2018,2/2/18,341747,141.283,7,1,0.20199999999999999,0.000288,0.38799999999999996,0.72,0.28300000000000003,-5.541,0.033,0.5539999999999999,0,25.0,2.0,TRDGXJO128EF3493A4,SOGYQIK12AF729A5DB
01PnRJeFSeOgIpBuv1kQKd,CREEDENCE CLEARWATER REVIVAL,CREEDENCE CLEARWATER REVIVAL,COMMOTION,COMMOTION,"album rock, classic rock, country rock, rock, roots rock, southern rock, swamp rock",52,1,1969,8/3/69,164293,127.47200000000001,2,1,0.053,0.0207,0.71,0.665,0.177,-7.632000000000001,0.0277,0.7959999999999999,0,8.0,30.0,TRWBONR128F429FC21,SOMYAYY12A8C13E667
01Q4wU19hamqnhNjtuvTyI,CINDERELLA,CINDERELLA,NOBODY'S FOOL,NOBODY'S FOOL,"album rock, glam metal, hard rock, metal, rock",60,1,1986,1986,287400,67.197,9,0,0.0478,0.0028399999999999996,0.36700000000000005,0.445,0.163,-13.615,0.0286,0.149,0,,,,
01RcP6fQNIPpQoHncRthSN,DIANA ROSS,DIANA ROSS,REMEMBER ME,REMEMBER ME,"adult standards, disco, funk, mellow gold, motown, quiet storm, soft rock, soul",38,1,1971,7/6/71,212413,112.709,2,1,0.43,7.78e-06,0.6709999999999999,0.624,0.0691,-7.115,0.0259,0.652,0,10.0,16.0,TRDNVEB128F92DE4CE,SOMKDHR12A8C145695
01SVDWR0MfWy12kWYdoL60,TOM T. HALL,TOM T. HALL,THE LITTLE LADY PREACHER,THE LITTLE LADY PREACHER,"classic country pop, country, country rock, folk, outlaw country, traditional folk",23,0,1971,1/1/71,178307,104.775,3,1,0.868,1.93e-06,0.638,0.5720000000000001,0.171,-9.986,0.038,0.948,0,,,TRAFIKI128EF34DE53,SOTFTCE12A6D4F86CF
01TnVDiet1DFTsyWKUKovl,XXXTENTACION,XXXTENTACION,NUMB,NUMB,"emo rap, miami hip hop",75,1,2018,3/16/18,186268,159.91,11,0,0.1,0.179,0.414,0.41600000000000004,0.131,-8.024,0.0251,0.196,0,,,,
01UdLyihR83hNVNiIKQizD,BACHMAN-TURNER OVERDRIVE,BACHMAN-TURNER OVERDRIVE,GIVIN' IT ALL AWAY,GIVIN' IT ALL AWAY,"album rock, art rock, blues rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, roots rock, soft rock, symphonic rock",24,0,1974,1974,228533,183.158,2,1,3.75e-05,0.00632,0.332,0.636,0.0776,-13.265999999999998,0.0469,0.654,0,,,TRYTFDI128F145A697,SOZQIUY12A6D4F7DDF
01UstUPbzPgq2MNp6h0tVo,RADIOHEAD,RADIOHEAD,THE NATIONAL ANTHEM,THE NATIONAL ANTHEM,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",58,0,2000,10/1/00,351693,91.52,2,1,0.00237,0.858,0.486,0.754,0.22399999999999998,-8.552,0.0378,0.387,0,,,TRAKONH128F932E775,SONLWEK12D0219317D
01V1hN9saOO5bLMRXXSqeM,BLUE OCTOBER,BLUE OCTOBER,BREAKFAST AFTER 10,BREAKFAST AFTER 10,"neo mellow, pop rock, post-grunge, san marcos tx indie",35,0,2000,1/1/00,268733,83.11200000000001,2,1,0.0655,0.0,0.215,0.752,0.45,-6.82,0.0767,0.324,0,,,TRBOKGV128F92FC29D,SOOFMVV12AB017B145
01VFDkHBNJcCNUjzD3flWg,MADONNA,MADONNA,THE POWER OF GOOD-BYE,THE POWER OF GOOD-BYE,"dance pop, pop",56,1,1998,3/3/98,250560,84.978,5,0,0.0442,0.6779999999999999,0.534,0.561,0.18899999999999997,-11.089,0.0409,0.21899999999999997,0,,,,
01XFgRZfZI7oBagNf1Loml,BAAUER,BAAUER,HARLEM SHAKE,HARLEM SHAKE,"bass trap, brostep, electro house, electronic trap, escape room, vapor twitch",59,1,2013,2/12/13,196664,137.825,0,1,0.0111,0.00182,0.452,0.794,0.41600000000000004,-5.151,0.0483,0.282,0,,,,
01Zgtq7fhxX6jEywd2WYrh,FUGEES,FUGEES,MANIFEST/OUTRO,MANIFEST/OUTRO,"east coast hip hop, gangster rap, hip hop, new jersey rap, rap",42,0,1996,2/13/96,359640,94.641,11,0,0.44,0.0,0.784,0.43799999999999994,0.655,-13.994000000000002,0.48700000000000004,0.7140000000000001,1,,,TRJURKY128F426A85C,SOOALSP12A58A7B7F2
01e8dGbulrphX8j3fZDQYk,DIERKS BENTLEY,DIERKS BENTLEY,I HOLD ON,I HOLD ON,"contemporary country, country, country road, modern country rock",61,1,2014,1/1/14,279533,117.956,0,1,0.0849,0.00031600000000000004,0.614,0.715,0.102,-6.4510000000000005,0.0445,0.231,0,,,,
01kmJXmeQaNlSZFRyFlSmz,OHIO PLAYERS,OHIO PLAYERS,FIRE,FIRE,"classic soul, disco, funk, jazz funk, motown, post-disco, quiet storm, soul, southern soul",54,1,1976,10/13/76,264360,107.319,5,1,0.10099999999999999,0.0158,0.623,0.6809999999999999,0.26899999999999996,-15.732999999999999,0.0604,0.843,0,17.0,1.0,TREQBOY128F145F8F7,SOYMCQU12A6D4F6FC8
01oPNCtTniFT3YM4K3ksTf,CHIDDY BANG,CHIDDY BANG,OPPOSITE OF ADULTS,OPPOSITE OF ADULTS,"indie pop rap, philly rap, pop rap",56,1,2010,10/12/10,191600,95.999,9,1,0.011000000000000001,0.0,0.674,0.899,0.327,-5.115,0.193,0.604,0,2.0,90.0,TRIMGRR12903CEFCEA,SOUNNWW12AB018795D
01tKbq9PNJVgmmUvb7skOP,NATALIE COLE,NATALIE COLE,I LIVE FOR YOUR LOVE,I LIVE FOR YOUR LOVE,"adult standards, lounge, mellow gold, motown, quiet storm, soft rock, soul, vocal jazz",44,1,1987,6/14/87,267067,84.525,6,1,0.8640000000000001,0.11699999999999999,0.327,0.361,0.13,-9.431000000000001,0.0319,0.168,0,,,,
01u6AEzGbGbQyYVdxajxqk,ELVIS PRESLEY,ELVIS PRESLEY,DON'T BE CRUEL,DON'T BE CRUEL,"rock-and-roll, rockabilly",61,0,1958,3/21/58,122893,84.802,2,1,0.856,3.4399999999999996e-05,0.6970000000000001,0.55,0.0907,-11.495999999999999,0.18,0.8440000000000001,0,,,TRGUIHT128F933116F,SOLJQLO12D021B0E5A
01v7kv0RTVaX4Vs8GcOGOP,THIRTY SECONDS TO MARS,THIRTY SECONDS TO MARS,THIS IS WAR,THIS IS WAR,"modern rock, post-grunge, rock",52,1,2009,2009,326983,160.047,6,1,0.0663,2e-06,0.402,0.723,0.233,-5.26,0.0579,0.22399999999999998,0,,,,
01wn883KcvAKFrn8o0kDgi,JEFFERSON STARSHIP,JEFFERSON STARSHIP,LAYIN' IT ON THE LINE,LAYIN' IT ON THE LINE,"album rock, art rock, classic rock, folk rock, hard rock, mellow gold, rock, soft rock, symphonic rock",26,1,1984,5/30/84,251853,119.165,0,0,0.0010199999999999999,0.0605,0.648,0.9179999999999999,0.17300000000000001,-4.67,0.0447,0.654,0,6.0,66.0,TRLHXBG128F4285AB8,SOOMDXA12A8C1384EC
01xhMrdCefADl7HSttJaf7,EMINEM,EMINEM,INFINITE,INFINITE,"detroit hip hop, hip hop, rap",56,1,1996,11/12/96,251707,82.01899999999999,10,0,0.293,0.0,0.637,0.862,0.217,-4.343,0.191,0.573,1,,,,
022XE9RZVU3a9nULENXfnm,"""WEIRD AL"" YANKOVIC","""WEIRD AL"" YANKOVIC",I LOST ON JEOPARDY,I LOST ON JEOPARDY,"antiviral pop, comedy rock, comic, parody",36,1,1984,1/1/84,208933,113.262,0,0,0.34700000000000003,8.79e-06,0.887,0.769,0.0507,-9.15,0.0497,0.836,0,,,,
027tq4cWr0kRxLTfdxvM1L,BOYZ II MEN,BOYZ II MEN,4 SEASONS OF LONELINESS,4 SEASONS OF LONELINESS,"boy band, new jack swing, pop, quiet storm, r&b, urban contemporary",46,1,1997,3/23/97,292400,98.49700000000001,6,1,0.821,1.7100000000000002e-05,0.583,0.488,0.115,-10.494000000000002,0.0444,0.191,0,,,,
0285gn8Mdgn97TDJLi0r7l,BOZ SCAGGS,BOZ SCAGGS,BREAKDOWN DEAD AHEAD,BREAKDOWN DEAD AHEAD,"adult standards, album rock, classic rock, country rock, folk, folk rock, mellow gold, roots rock, singer-songwriter, soft rock, yacht rock",28,1,1980,1980,275493,145.66299999999998,7,1,0.183,0.000522,0.588,0.873,0.22899999999999998,-6.021,0.048,0.444,0,,,,
028njLMKzGg4gAVSgMeOhm,FALL OUT BOY,FALL OUT BOY,HUM HALLELUJAH,HUM HALLELUJAH,"emo, modern rock, pop punk",55,0,2007,1/1/07,230507,183.959,2,1,0.00784,0.0,0.466,0.9570000000000001,0.48,-3.302,0.0637,0.657,0,,,TRIVJKL128F9320849,SOOXBEE12A67ADFA50
02D9uD9WQb834Lb54xCvDS,JODECI,JODECI,LOVE U 4 LIFE,LOVE U 4 LIFE,"dance pop, funk, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, rap, urban contemporary",54,1,1995,1/1/95,290067,59.041000000000004,0,1,0.349,0.0,0.606,0.648,0.639,-7.8020000000000005,0.0466,0.6459999999999999,0,,,,
02Dkg9KisMTISWEBK5AKMk,BOB DYLAN,BOB DYLAN,SLOW TRAIN,SLOW TRAIN,"album rock, classic rock, country rock, folk, folk rock, mellow gold, rock, roots rock, singer-songwriter",39,0,1979,8/20/79,358307,164.34400000000002,2,0,0.359,1.3e-06,0.599,0.5579999999999999,0.217,-9.163,0.0526,0.8420000000000001,0,,,TRJUUOG128F4280312,SOOJBET12A8C136DA4
02GwPAncasVL82yC7y2hmN,PETEY PABLO,PETEY PABLO,RAISE UP,RAISE UP,"crunk, dirty south rap, gangster rap, hip pop, nc hip hop, pop rap, southern hip hop",56,1,2001,2001,286427,156.069,1,1,0.142,0.0,0.735,0.8440000000000001,0.319,-5.215,0.16699999999999998,0.742,1,21.0,25.0,TRCCKLL128F4296C2A,SOVQQXR12A8C13AB5D
02KLiEs31kxh1krQJezlTL,LONDONBEAT,LONDONBEAT,I'VE BEEN THINKING ABOUT YOU,I'VE BEEN THINKING ABOUT YOU,"eurodance, europop, hip house",38,1,1990,1/1/90,317933,113.561,11,0,0.0434,0.0363,0.63,0.595,0.0902,-14.985999999999999,0.038,0.878,0,19.0,1.0,TRSSZGF128F42910AF,SOHSWPV12A8C138D13
02LAK7qT1wya0klSeNO96f,KANYE WEST,KANYE WEST,ROBOCOP,ROBOCOP,"chicago rap, hip hop, rap",54,0,2008,1/1/08,274360,133.776,5,0,0.157,0.00564,0.698,0.447,0.405,-8.04,0.102,0.40700000000000003,0,,,TRIGMQM128F92FA803,SOTGKTG12AB0189D2E
02QQXgeAghpU4smdM7l7We,JENNIFER HUDSON,JENNIFER HUDSON,SPOTLIGHT,SPOTLIGHT,"dance pop, hip pop, hollywood, neo soul, pop, r&b, urban contemporary",63,1,2008,9/30/08,250107,108.984,11,0,0.0448,0.0,0.7070000000000001,0.7240000000000001,0.07200000000000001,-3.887,0.051,0.659,0,21.0,24.0,TRXJCXP128F92DFF83,SOEZZZJ12A8C143BB1
